"Year","Area","Street","Street.2","Strange.HTML"
2011,"","South Parade  Sutton Coldfield","South Parade, Sutton Coldfield",""
2011,"","South Parade  Sutton Coldfield","South Parade, Sutton Coldfield",""
2011,"","South Parade  Sutton Coldfield","South parade, Sutton Coldfield",""
2011,"","South Parade  Sutton Town Centre","South parade, Sutton Town Centre",""
2011,"","South Parade  Town Centre  Sutton Coldfield","South Parade, Town Centre, Sutton Coldfield",""
2011,"","Stornaway Rd Castle Vale","STORNAWAY ROAD CASTLE VALE",""
2011,"","Stley Rd Erdington","STREETLEY ROAD ERDINGTON",""
2011,"","Sumburgh Croft","sumburgh croft",""
2011,"","Sutton Coldfield Town Centre","Sutton Coldfield Town Centre",""
2011,"","Sutton Coldfield Town Centre","Sutton Coldfield Town Centre",""
2011,"","Sutton New Rd","Sutton New Rd",""
2011,"","Sutton New Rd Erdington","Sutton New Rd Erdington",""
2011,"","Sutton New Rd Erdington","SUTTON NEW ROAD ERDINGTON",""
2011,"","Sutton New Rd Erdington","SUTTON NEW ROAD ERDINGTON",""
2011,"","Sutton New Rd  Erdington  B Ham","Sutton New Rd, Erdington, B'ham",""
2011,"","Sutton Parade","Sutton Parade",""
2011,"","Sutton Parade","SUTTON PARADE",""
2011,"","Sutton Parade","Sutton Parade",""
2011,"","Sutton Town Centre","Sutton Town centre",""
2011,"","Sutton Town Centre","sutton town centre",""
2011,"","Sutton Town Centre","sutton town centre",""
2011,"","Sutton Town Centre","sutton town centre",""
2011,"","Sutton Town Centre","Sutton Town Centre",""
2011,"","Tedbury Crescent","tedbury crescent",""
2011,"","Tesco S Express  Walsall Rd  Four Oaks  Sutton Coldfield","Tesco's Express, Walsall Rd, Four Oaks, Sutton Coldfield",""
2011,"","The Parade","The Parade",""
2011,"","The Parade","The Parade",""
2011,"","The Parade","The Parade",""
2011,"","The Parade Sutton","the parade sutton",""
2011,"","The Parade Sutton Coldfield","THE PARADE SUTTON COLDFIELD",""
2011,"","The Parade  Birmingham Rd  Sutton Coldfield","The Parade, Birmingham Rd, Sutton Coldfield",""
2011,"","The Parade  Sutton Coldfield","The Parade, Sutton Coldfield",""
2011,"","The Parade  Sutton Coldfield","The Parade, Sutton Coldfield",""
2011,"","The Parade  Sutton Coldfield","The Parade, Sutton Coldfield",""
2011,"","The Parade  Sutton Coldfield","The Parade, Sutton Coldfield",""
2011,"","The Parade  Sutton Coldfield","The Parade, Sutton Coldfield",""
2011,"","The Parade  Sutton Coldfield","The Parade, Sutton Coldfield",""
2011,"","The Parade  Sutton Town Centre","The Parade, Sutton Town Centre",""
2011,"","The Parade    ","the parade....",""
2011,"","The Ridgeway","THE RIDGEWAY",""
2011,"","The Ridgeway","The Ridgeway",""
2011,"","The Ridgeway","The Ridgeway",""
2011,"","The Swan Ph","The Swan PH",""
2011,"","Turnhouse Rd","turnhouse road",""
2011,"","Upper Holland Rd","Upper Holland Rd",""
2011,"","Victoria Rd","Victoria Rd",""
2011,"","Victoria Rd","Victoria Rd",""
2011,"","Victoria Rd","victoria rd",""
2011,"","Walsh Drive  Walmley  Sutton Coldfield","Walsh Drive, Walmley, Sutton Coldfield",""
2011,"","Warren Farm Rd","Warren Farm Rd",""
2011,"","Warren Farm Rd","Warren Farm Rd",""
2011,"","Whitehouse Common Rd","whitehouse common rd",""
2011,"","Wilton Rd","wilton Rd",""
2011,"","Windsor House  Jarvis Rd  Erdington","Windsor House, Jarvis Rd, Erdington",""
2011,"","Witton Lodge Rd","Witton Lodge Rd",""
2011,"","Witton Lodge Rd  Erdington","Witton lodge Rd, erdington",""
2011,"","York Rd","York Rd",""
2011,"","Abdon Ave","Abdon Ave",""
2011,"","Alcester Rd South","Alcester Rd South",""
2011,"","Alvechurch Rd","alvechurch rd",""
2011,"","Arden Rd","arden road",""
2011,"","Ardencote Froad","ardencote froad",""
2011,"","Ashley Close","Ashley Close",""
2011,"","Balti Spice Bristol Rd South","balti spice Bristol rd South",""
2011,"","Barnes Hill","Barnes Hill",""
2011,"","Barrow House","Barrow House",""
2011,"","Bell St","Bell St",""
2011,"","Birmingham New St","Birmingham New St",""
2011,"","Birmingham New St","Birmingham New St",""
2011,"","Birmingham New St","Birmingham New St",""
2011,"","Birmingham St  Oldbury","Birmingham St, Oldbury",""
2011,"","Blandford Rd","Blandford Rd",""
2011,"","Bournbrook Rd","Bournbrook Rd",""
2011,"","Bournville Front Office","Bournville Front Office",""
2011,"","Bournville Front Office","bournville front office",""
2011,"","Bournville Ln","bournville lane",""
2011,"","Bournville Ln","Bournville Ln",""
2011,"","Bournville Ln Front Office","Bournville lane front office",""
2011,"","Bowling Green Rd","bowling green road",""
2011,"","Bristol Rd","Bristol Rd",""
2011,"","Bristol Rd","bristol rd",""
2011,"","Bristol Rd","bristol rd",""
2011,"","Bristol Rd","bristol rd",""
2011,"","Bristol Rd Selly Oak","bristol rd selly oak",""
2011,"","Bristol Rd South","bristol rd south",""
2011,"","Bristol Rd South","bristol rd south",""
2011,"","Bristol Rd Sth","bristol rd sth",""
2011,"","Bristol Rd  Northfield","Bristol Rd, Northfield",""
2011,"","Bristol Rd  Selly Oak","Bristol Rd, Selly Oak",""
2011,"","Bristol Rd","Bristol Rd",""
2011,"","Bristol Rd","Bristol Rd",""
2011,"","Bristol Rd","Bristol Rd",""
2011,"","Bristol Rd","Bristol Rd",""
2011,"","Bristol Rd","Bristol Rd",""
2011,"","Bristol Rd","Bristol Rd",""
2011,"","Bristol Rd","bristol road",""
2011,"","Bristol Rd","bristol road",""
2011,"","Bristol Rd","Bristol Rd",""
2011,"","Bristol Rd","bristol road",""
2011,"","Bristol Rd","bristol road",""
2011,"","Bristol Rd","bristol road",""
2011,"","Bristol Rd","bristol road",""
2011,"","Bristol Rd","Bristol Rd",""
2011,"","Bristol Rd Northfield","Bristol Rd Northfield",""
2011,"","Bristol Rd Selly Oak","bristol road selly oak",""
2011,"","Bristol Rd Selly Oak","Bristol Rd selly Oak",""
2011,"","Bristol Rd Selly Oak","bristol road selly oak",""
2011,"","Bristol Rd South  Northfield","Bristol Rd South, Northfield",""
2011,"","Bristol Rd South  Selly Oak","Bristol Rd South, Selly Oak",""
2011,"","Bristol Rd  Selly Oak","Bristol Rd, Selly Oak",""
2011,"","Bristol Rd  Selly Oak","Bristol Rd, Selly Oak",""
2011,"","Bristol Rd  Selly Oak","Bristol Rd, Selly Oak",""
2011,"","Broad St","broad street",""
2011,"","Broad St","broad street",""
2011,"","Broad St","broad street",""
2011,"","Broad St  City Centre","Broad St, City Centre",""
2011,"","Broad St  City Centre","Broad St, City Centre",""
2011,"","Brook Ln","Brook lane",""
2011,"","Bunburry Rd","bunburry road",""
2011,"","Bunburry Rd","bunburry road",""
2011,"","Burnhill Grove  Weoley Castle  Birmingham ","Burnhill Grove ,Weoley Castle ,Birmingham.",""
2011,"","Car Park Of Bournville Ln P Stn","Car Park of Bournville lane P/Stn",""
2011,"","Chinbrook Rd  Billsley","chinbrook road, billsley",""
2011,"","Church Hill Nortthfield","church hill nortthfield",""
2011,"","Church Rd","Church Rd",""
2011,"","Compton Rd  Cradley Heath","Compton Rd, Cradley Heath",""
2011,"","Costcutters  Ardern Rd","Costcutters, Ardern Rd",""
2011,"","Dawberry Rd","dawberry road",""
2011,"","Dawlish Rd","Dawlish Rd",""
2011,"","Dingle Club","dingle club",""
2011,"","Doddington Rd","doddington road",""
2011,"","Dog Kennel Ln","Dog Kennel Ln",""
2011,"","Dog Pool Ln","dog pool lane",""
2011,"","Downfield Drive","downfield drive",""
2011,"","Dudley Bus Station","Dudley bus station",""
2011,"","Dwellings Ln","Dwellings Ln",""
2011,"","Eafo","EAFO",""
2011,"","Edgbaston Cricket Ground","Edgbaston Cricket Ground",""
2011,"","Edgbaston Park Rd","edgbaston park road",""
2011,"","Exeter Rd   Hubert Rd","Exeter Rd / Hubert Rd",""
2011,"","Fordhouse Ln","fordhouse lane",""
2011,"","Four Acres  Quinton ","Four ACres ,Quinton.",""
2011,"","Frogmill Rd  Frankley","Frogmill Rd, Frankley",""
2011,"","Genners Ln","genners lane",""
2011,"","Glastonbury Rd","Glastonbury Rd",""
2011,"","Great Park Rubery","great park rubery",""
2011,"","Griffins Brook Ln","Griffins Brook Ln",""
2011,"","Grosvenor Shopping Centre","Grosvenor Shopping Centre",""
2011,"","Hagley Rd","hagley Rd",""
2011,"","Hagley Rd","hagley road",""
2011,"","Hagley Rd","hagley road",""
2011,"","Hagley Rd","Hagley Rd",""
2011,"","Hagley Rd","hagley road",""
2011,"","Hagley Rd","Hagley Rd",""
2011,"","Hagley Rd","Hagley Rd",""
2011,"","Hagley Rd","Hagley Rd",""
2011,"","Hagley Rd","Hagley Rd",""
2011,"","Hagley Rd  Edgbaston","Hagley Rd, Edgbaston",""
2011,"","Hagley Rd  Eedgbaston","Hagley Rd, Eedgbaston",""
2011,"","Harborne Cricket Club","Harborne Cricket club",""
2011,"","Harborne High St","Harborne high st",""
2011,"","Harborne High St","Harborne High St",""
2011,"","Harborne High St","Harborne High St",""
2011,"","Harborne High St","Harborne High street",""
2011,"","Harborne Park Rd","Harborne Park Rd",""
2011,"","Harborne Police Station","Harborne Police Station",""
2011,"","Harbourne Cricket Club","Harbourne cricket club",""
2011,"","Hawkesley End","Hawkesley End",""
2011,"","Hawkesley Square","Hawkesley Square",""
2011,"","Hazelwell St","Hazelwell St",""
2011,"","Heathmill Ln Digbeth","heathmill lane digbeth",""
2011,"","Herons Wood","herons wood",""
2011,"","High St","High St",""
2011,"","High St Harborne","High St Harborne",""
2011,"","High St Harborne","high st harborne",""
2011,"","High St Northfield","high st northfield",""
2011,"","High St Harborne","High St harborne",""
2011,"","High St Harborne","High St Harborne",""
2011,"","High St Harborne","high street harborne",""
2011,"","High St Harborne","high street harborne",""
2011,"","High St Harbourne","high street harbourne",""
2011,"","High St  Harborne","High St, Harborne",""
2011,"","High St  Harborne","High St, Harborne",""
2011,"","Highfdield Ln","Highfdield Ln",""
2011,"","Highfield Ln","highfield lane",""
2011,"","Highfield Ln  Quinton","Highfield Ln, Quinton",""
2011,"","Hoggs Ln  Northfield","Hoggs Ln, Northfield",""
2011,"","Hollybank Rd","Hollybank Rd",""
2011,"","Holywood Bowl  Rubery","Holywood Bowl, Rubery",""
2011,"","Home Address","Home address",""
2011,"","Honnington Crescent  Northfield","Honnington Crescent, Northfield",""
2011,"","Jiggins Ln","jiggins lane",""
2011,"","Jiggins Ln  Bartley Green","Jiggins Ln, Bartley Green",""
2011,"","Kembertone Rd","kembertone road",""
2011,"","Kings Norton Green","Kings Norton Green",""
2011,"","Leech Green Rd","leech green rd",""
2011,"","Leith Grove","leith grove",""
2011,"","Leith Grove","leith grove",""
2011,"","Long Fellow Rd","Long Fellow Rd",""
2011,"","Longbridge Ln","Longbridge Ln",""
2011,"","Longbridge Ln","Longbridge Ln",""
2011,"","Longbridge Ln  West Heath","Longbridge Ln, West heath",""
2011,"","Longham Croft","longham croft",""
2011,"","Lottie Rd","Lottie Rd",""
2011,"","Lutley Grove","lutley grove",""
2011,"","Malins Rd  Harborne","Malins Rd, Harborne",""
2011,"","Manderville House","manderville house",""
2011,"","Marjoram Close  Hawksley","Marjoram Close, Hawksley",""
2011,"","Masshouse Ln","Masshouse Ln",""
2011,"","Masshouse Ln","Masshouse Ln",""
2011,"","Maypole Ln","maypole lane",""
2011,"","Merritts Hill","merritts hill",""
2011,"","Metchley Ln","metchley lane",""
2011,"","Moat Rd","moat road",""
2011,"","Mounbatten House  Wyndham Rd","Mounbatten House, Wyndham Rd",""
2011,"","New St Br","NEW STREET BR",""
2011,"","New St Station","new street station",""
2011,"","Nortb Worcester Golf Club","Nortb Worcester Golf Club",""
2011,"","North St  Harborne","North St, Harborne",""
2011,"","North St  Harborne","North St, Harborne",""
2011,"","Northfield High St","Northfield High St",""
2011,"","Northfield High St ","Northfield High St.",""
2011,"","Oakridge Rd Northfield","oakridge road northfield",""
2011,"","Oddingley Rd","Oddingley road",""
2011,"","Oddingley Rd  West Heath","Oddingley Rd, West heath",""
2011,"","Paradise Forum  Birmingham ","Paradise Forum ,Birmingham.",""
2011,"","Parsons Hill","parsons hill",""
2011,"","Pershore Rd","pershore road",""
2011,"","Pershore Rd","pershore road",""
2011,"","Pershore Rd","pershore road",""
2011,"","Pershore Rd","pershore road",""
2011,"","Pershore Rd","pershore road",""
2011,"","Pershore Rd","Pershore Rd",""
2011,"","Pershore Rd","Pershore Rd",""
2011,"","Pershore Rd","pershore road",""
2011,"","Pershore Rd","pershore road",""
2011,"","Pershore Rd","pershore road",""
2011,"","Pershore Rd","pershore road",""
2011,"","Pershore Rd South  Kings Norton","Pershore Rd South, Kings Norton",""
2011,"","Poole Crescent  Harborne","Poole Crescent, Harborne",""
2011,"","Poplar Ave","poplar avenue",""
2011,"","Portlands Rd","Portlands Rd",""
2011,"","Princethorpe Rd","Princethorpe Rd",""
2011,"","Qe Casualty","QE Casualty",""
2011,"","Qe Hospital","qe hospital",""
2011,"","Qe Hospital","QE Hospital",""
2011,"","Quality Hotel","quality hotel",""
2011,"","Queen Elizabeth Hospital","Queen Elizabeth Hospital",""
2011,"","Raddlebarn Rd","Raddlebarn Rd",""
2011,"","Richmond Hill Rd","richmond hill road",""
2011,"","Richmond Rd","Richmond Rd",""
2011,"","Rose Rd","Rose Rd",""
2011,"","Rose Rd  Harborne","Rose Rd, Harborne",""
2011,"","Sainsburys  Frankley Beeches Rd  Northfield","Sainsburys, Frankley Beeches Rd, Northfield",""
2011,"","Selcroft Ave","selcroft ave",""
2011,"","Shannon Rd  Kings Norton","Shannon Rd, Kings Norton",""
2011,"","Shawbrook Grove","shawbrook grove",""
2011,"","Shell Forecourt Bristol Rd","shell forecourt bristol rd",""
2011,"","Sir Hiltons Rd  West Heath","Sir Hiltons Rd, West Heath",""
2011,"","Snax 24 Forcourt ","Snax 24 forcourt.",""
2011,"","Solihull High St","Solihull High St",""
2011,"","Solihull High St  Outside Rosies ","Solihull High St. Outside Rosies.",""
2011,"","Stanley Rd Quinton","stanley road quinton",""
2011,"","Stone Rd  Edgbaston","Stone road, Edgbaston",""
2011,"","Stonehouse Ln","stonehouse lane",""
2011,"","Stratford Rd  Sparkbrook  Birmingham ","Stratford Rd ,Sparkbrook ,Birmingham.",""
2011,"","The Fold","The Fold",""
2011,"","The Fold  Kings Norton","The Fold, Kings Norton",""
2011,"","The Jester Ph","The Jester PH",""
2011,"","The Parade Queensway  City  Centre ","The Parade Queensway, City  Centre.",""
2011,"","The Royal Oak Public House  Pershore Rd","The Royal Oak Public House, Pershore Rd",""
2011,"","Three Horshoes Ph","Three Horshoes PH",""
2011,"","Three Shires Oak Rd","Three Shires Oak Rd",""
2011,"","Three Shires Rd","Three shires Rd",""
2011,"","Trescotte Rd","trescotte road",""
2011,"","Turves Green","turves green",""
2011,"","Unknown","unknown",""
2011,"","Valbourne Rd Kings Heath","valbourne road kings heath",""
2011,"","Vicarage Rd  Kings Heath","Vicarage Rd, Kings heath",""
2011,"","Vineyard Rd  Northfield","Vineyard Rd, Northfield",""
2011,"","War Ln","war lane",""
2011,"","Watford Rd  Cotteridge","Watford Rd, Cotteridge",""
2011,"","Weolly Castle Rd","weolly castle road",""
2011,"","Westminster Rd","Westminster Rd",""
2011,"","Wolverhampton St","Wolverhampton St",""
2011,"","Woodhouse Rd  Quinton","Woodhouse Rd, Quinton",""
2011,"","Woodmeadow Rd","Woodmeadow Rd",""
2011,"","Worlds End Ln","worlds end lane",""
2011,"","Worlds End Ln","worlds end lane",""
2011,"","Worlds End Ln Quinton","Worlds End Ln,Quinton",""
2011,"","Worlds End Ln Quinton","Worlds End Ln,Quinton",""
2011,"","Acardian Centre","Acardian Centre",""
2011,"","Adderley Rd","Adderley Rd",""
2011,"","Air Night Club","Air Night Club",""
2011,"","Albert Rd  Handsworth  Birmingham","Albert Rd, Handsworth, Birmingham",""
2011,"","Arcadia Centre  Birmingham City Centre","Arcadia Centre, Birmingham city centre",""
2011,"","Arcadian","arcadian",""
2011,"","Arcadian","Arcadian",""
2011,"","Arcadian Birmingham City Centre","Arcadian Birmingham City Centre",""
2011,"","Arcadian Center  Birmingham","Arcadian center, Birmingham",""
2011,"","Arcadian Centre","Arcadian Centre",""
2011,"","Arcadian Centre","Arcadian centre",""
2011,"","Arcadian Centre","Arcadian centre",""
2011,"","Arcadian Centre","Arcadian Centre",""
2011,"","Arcadian Centre","Arcadian Centre",""
2011,"","Arcadian Centre","arcadian centre",""
2011,"","Arcadian Centre","Arcadian Centre",""
2011,"","Arcadian Centre","Arcadian Centre",""
2011,"","Arcadian Centre","arcadian centre",""
2011,"","Arcadian Centre","arcadian centre",""
2011,"","Arcadian Centre","Arcadian Centre",""
2011,"","Arcadian Centre","Arcadian Centre",""
2011,"","Arcadian Centre","arcadian centre",""
2011,"","Arcadian Centre","Arcadian Centre",""
2011,"","Arcadian Centre Bham","arcadian centre bham",""
2011,"","Arcadian Centre  Birmingham","Arcadian Centre, Birmingham",""
2011,"","Arcadian Centre  Birmingham City Centre","Arcadian Centre, Birmingham City Centre",""
2011,"","Arcadian Centre  Ladywell Walk","Arcadian Centre, Ladywell Walk",""
2011,"","Arcadian Centre  Ladywell Walk","Arcadian Centre, Ladywell Walk",""
2011,"","Arcadian Entertainment Centre  Birmingham","Arcadian Entertainment Centre, Birmingham",""
2011,"","Arcadian  City Centre ","Arcadian, City Centre.",""
2011,"","Arcadian  Hurst St","Arcadian, Hurst St",""
2011,"","Aston Hotel ","aston hotel`",""
2011,"","Aston Police Station","Aston Police Station",""
2011,"","Aston Villa Football Ground","aston villa football ground",""
2011,"","Attenborough Close","attenborough close",""
2011,"","Away Fans Coach Park   Bham Cfc","away fans coach park,  bham cfc",""
2011,"","Away Supporters Entrance Bcfc","away supporters entrance bcfc",""
2011,"","Bar Risa","Bar Risa",""
2011,"","Bath Row  Birmingham","Bath Row, Birmingham",""
2011,"","Bath St City Centre","Bath St,City centre",""
2011,"","Bcfc  Home Fans Car Aprke","BCFC  home fans car aprke",""
2011,"","Bcfc Ground","BCFC ground",""
2011,"","Bcfc Tilton Rd Entrance","BCFC Tilton Rd entrance",""
2011,"","Berkeley St","berkeley street",""
2011,"","Berkeley St","Berkeley St",""
2011,"","Berkley St","Berkley street",""
2011,"","B Ham New St Station","B'ham New St Station",""
2011,"","Big Bite  Broad St","Big Bite, Broad St",""
2011,"","Bigwok Restaurant  Birmingham","BIGWOK Restaurant, Birmingham",""
2011,"","Birchfield Rd   Perry Barr","Birchfield road,  perry barr",""
2011,"","Birchfield Rd  Birmingham","Birchfield Rd, Birmingham",""
2011,"","Birchfield Rd  City Centre","Birchfield Rd, City Centre",""
2011,"","Birchfiled Rd","Birchfiled Rd",""
2011,"","Birmingham City Fc        Coach Park","Birmingham City FC Â‰Ã›Âê Coach Park",""
2011,"","Birmingham Magistrates Court ","Birmingham Magistrates Court.",""
2011,"","Birmingham New St","Birmingham New St",""
2011,"","Birmingham New St Station","Birmingham New St Station",""
2011,"","Birmingham New St ","Birmingham New St,",""
2011,"","Bishopgate St   Junction Of Broad St ","Bishopgate street @ junction of Broad street.",""
2011,"","Bishopgate St  City Centre","Bishopgate St, City Centre",""
2011,"","Bishopsgate St","bishopsgate street",""
2011,"","Bliss Bar  Broad St","Bliss Bar, Broad St",""
2011,"","Bliss Nightclub  Broad St  Birmingham","Bliss Nightclub, Broad St, Birmingham",""
2011,"","Bliss Nightclub  Broad St ","Bliss nightclub, Broad St.",""
2011,"","Bliss  Broad St ","Bliss, Broad St.",""
2011,"","Bordesley Green","Bordesley Green",""
2011,"","Bordesley Green Rd","Bordesley Green rd",""
