"","Year","Area","Street","Street.2"
"425",2011,"","South Parade","south parade"
"426",2011,"","South Parade","south parade"
"427",2011,"","South Parade","South Parade"
"428",2011,"","South Parade        Town Centre  Sutton Coldfield","South Parade ¸æçñîº¸æçÜîº¸æò∂åº¸æôÜêº¸æçñîº¸æåÉ§º town centre, Sutton Coldfield"
"429",2011,"","South Parade Sutton Coldfield","South Parade Sutton Coldfield"
"430",2011,"","South Parade Sutton Coldfield","South parade Sutton Coldfield"
"431",2011,"","South Parade Sutton Town Centre","South Parade Sutton Town centre"
"432",2011,"","South Parade  Sutton Coldfield","South Parade, Sutton Coldfield"
"433",2011,"","South Parade  Sutton Coldfield","South Parade, Sutton Coldfield"
"434",2011,"","South Parade  Sutton Coldfield","South parade, Sutton Coldfield"
"435",2011,"","South Parade  Sutton Coldfield","South Parade, Sutton Coldfield"
"436",2011,"","South Parade  Sutton Coldfield","South parade, Sutton Coldfield"
"437",2011,"","South Parade  Sutton Coldfield","South Parade, Sutton Coldfield"
"438",2011,"","South Parade  Sutton Coldfield","South parade, Sutton Coldfield"
"439",2011,"","South Parade  Sutton Coldfield","South Parade, Sutton Coldfield"
"440",2011,"","South Parade  Sutton Coldfield","South Parade, Sutton Coldfield"
"441",2011,"","South Parade  Sutton Coldfield","South Parade, Sutton Coldfield"
"442",2011,"","South Parade  Sutton Coldfield","South parade, Sutton Coldfield"
"443",2011,"","South Parade  Sutton Town Centre","South parade, Sutton Town Centre"
"444",2011,"","South Parade  Town Centre  Sutton Coldfield","South Parade, Town Centre, Sutton Coldfield"
"445",2011,"","Stornaway Rd Castle Vale","STORNAWAY ROAD CASTLE VALE"
"446",2011,"","Stley Rd Erdington","STREETLEY ROAD ERDINGTON"
"447",2011,"","Sumburgh Croft","sumburgh croft"
"448",2011,"","Sutton Coldfield Town Centre","Sutton Coldfield Town Centre"
"449",2011,"","Sutton Coldfield Town Centre","Sutton Coldfield Town Centre"
"450",2011,"","Sutton New Rd","Sutton New Rd"
"451",2011,"","Sutton New Rd Erdington","Sutton New Rd Erdington"
"452",2011,"","Sutton New Rd Erdington","SUTTON NEW ROAD ERDINGTON"
"453",2011,"","Sutton New Rd Erdington","SUTTON NEW ROAD ERDINGTON"
"454",2011,"","Sutton New Rd  Erdington  B Ham","Sutton New Rd, Erdington, B'ham"
"455",2011,"","Sutton Parade","Sutton Parade"
"456",2011,"","Sutton Parade","SUTTON PARADE"
"457",2011,"","Sutton Parade","Sutton Parade"
"458",2011,"","Sutton Town Centre","Sutton Town centre"
"459",2011,"","Sutton Town Centre","sutton town centre"
"460",2011,"","Sutton Town Centre","sutton town centre"
"461",2011,"","Sutton Town Centre","sutton town centre"
"462",2011,"","Sutton Town Centre","Sutton Town Centre"
"463",2011,"","Tedbury Crescent","tedbury crescent"
"464",2011,"","Tesco S Express  Walsall Rd  Four Oaks  Sutton Coldfield","Tesco's Express, Walsall Rd, Four Oaks, Sutton Coldfield"
"465",2011,"","The Parade","The Parade"
"466",2011,"","The Parade","The Parade"
"467",2011,"","The Parade","The Parade"
"468",2011,"","The Parade Sutton","the parade sutton"
"469",2011,"","The Parade Sutton Coldfield","THE PARADE SUTTON COLDFIELD"
"470",2011,"","The Parade  Birmingham Rd  Sutton Coldfield","The Parade, Birmingham Rd, Sutton Coldfield"
"471",2011,"","The Parade  Sutton Coldfield","The Parade, Sutton Coldfield"
"472",2011,"","The Parade  Sutton Coldfield","The Parade, Sutton Coldfield"
"473",2011,"","The Parade  Sutton Coldfield","The Parade, Sutton Coldfield"
"474",2011,"","The Parade  Sutton Coldfield","The Parade, Sutton Coldfield"
"475",2011,"","The Parade  Sutton Coldfield","The Parade, Sutton Coldfield"
"476",2011,"","The Parade  Sutton Coldfield","The Parade, Sutton Coldfield"
"477",2011,"","The Parade  Sutton Town Centre","The Parade, Sutton Town Centre"
"478",2011,"","The Parade    ","the parade...."
"479",2011,"","The Ridgeway","THE RIDGEWAY"
"480",2011,"","The Ridgeway","The Ridgeway"
"481",2011,"","The Ridgeway","The Ridgeway"
"482",2011,"","The Swan Ph","The Swan PH"
"483",2011,"","Turnhouse Rd","turnhouse road"
"484",2011,"","Upper Holland Rd","Upper Holland Rd"
"485",2011,"","Victoria Rd","Victoria Rd"
"486",2011,"","Victoria Rd","Victoria Rd"
"487",2011,"","Victoria Rd","victoria rd"
"488",2011,"","Walsh Drive  Walmley  Sutton Coldfield","Walsh Drive, Walmley, Sutton Coldfield"
"489",2011,"","Warren Farm Rd","Warren Farm Rd"
"490",2011,"","Warren Farm Rd","Warren Farm Rd"
"491",2011,"","Whitehouse Common Rd","whitehouse common rd"
"492",2011,"","Wilton Rd","wilton Rd"
"493",2011,"","Windsor House  Jarvis Rd  Erdington","Windsor House, Jarvis Rd, Erdington"
"494",2011,"","Witton Lodge Rd","Witton Lodge Rd"
"495",2011,"","Witton Lodge Rd  Erdington","Witton lodge Rd, erdington"
"496",2011,"","York Rd","York Rd"
"497",2011,"","Abdon Ave","Abdon Ave"
"498",2011,"","Alcester Rd South","Alcester Rd South"
"499",2011,"","Alvechurch Rd","alvechurch rd"
"500",2011,"","Arden Rd","arden road"
"501",2011,"","Ardencote Froad","ardencote froad"
"502",2011,"","Ashley Close","Ashley Close"
"503",2011,"","Balti Spice Bristol Rd South","balti spice Bristol rd South"
"504",2011,"","Barnes Hill","Barnes Hill"
"505",2011,"","Barrow House","Barrow House"
"506",2011,"","Bell St","Bell St"
"507",2011,"","Birmingham New St","Birmingham New St"
"508",2011,"","Birmingham New St","Birmingham New St"
"509",2011,"","Birmingham New St","Birmingham New St"
"510",2011,"","Birmingham St  Oldbury","Birmingham St, Oldbury"
"511",2011,"","Blandford Rd","Blandford Rd"
"512",2011,"","Bournbrook Rd","Bournbrook Rd"
"513",2011,"","Bournville Front Office","Bournville Front Office"
"514",2011,"","Bournville Front Office","bournville front office"
"515",2011,"","Bournville Ln","bournville lane"
"516",2011,"","Bournville Ln","Bournville Ln"
"517",2011,"","Bournville Ln Front Office","Bournville lane front office"
"518",2011,"","Bowling Green Rd","bowling green road"
"519",2011,"","Bristol Rd","Bristol Rd"
"520",2011,"","Bristol Rd","bristol rd"
"521",2011,"","Bristol Rd","bristol rd"
"522",2011,"","Bristol Rd","bristol rd"
"523",2011,"","Bristol Rd Selly Oak","bristol rd selly oak"
"524",2011,"","Bristol Rd South","bristol rd south"
"525",2011,"","Bristol Rd South","bristol rd south"
"526",2011,"","Bristol Rd Sth","bristol rd sth"
"527",2011,"","Bristol Rd  Northfield","Bristol Rd, Northfield"
"528",2011,"","Bristol Rd  Selly Oak","Bristol Rd, Selly Oak"
"529",2011,"","Bristol Rd","Bristol Rd"
"530",2011,"","Bristol Rd","Bristol Rd"
"531",2011,"","Bristol Rd","Bristol Rd"
"532",2011,"","Bristol Rd","Bristol Rd"
"533",2011,"","Bristol Rd","Bristol Rd"
"534",2011,"","Bristol Rd","Bristol Rd"
"535",2011,"","Bristol Rd","bristol road"
"536",2011,"","Bristol Rd","bristol road"
"537",2011,"","Bristol Rd","Bristol Rd"
"538",2011,"","Bristol Rd","bristol road"
"539",2011,"","Bristol Rd","bristol road"
"540",2011,"","Bristol Rd","bristol road"
"541",2011,"","Bristol Rd","bristol road"
"542",2011,"","Bristol Rd","Bristol Rd"
"543",2011,"","Bristol Rd Northfield","Bristol Rd Northfield"
"544",2011,"","Bristol Rd Selly Oak","bristol road selly oak"
"545",2011,"","Bristol Rd Selly Oak","Bristol Rd selly Oak"
"546",2011,"","Bristol Rd Selly Oak","bristol road selly oak"
"547",2011,"","Bristol Rd South  Northfield","Bristol Rd South, Northfield"
"548",2011,"","Bristol Rd South  Selly Oak","Bristol Rd South, Selly Oak"
"549",2011,"","Bristol Rd  Selly Oak","Bristol Rd, Selly Oak"
"550",2011,"","Bristol Rd  Selly Oak","Bristol Rd, Selly Oak"
"551",2011,"","Bristol Rd  Selly Oak","Bristol Rd, Selly Oak"
"552",2011,"","Broad St","broad street"
"553",2011,"","Broad St","broad street"
"554",2011,"","Broad St","broad street"
"555",2011,"","Broad St  City Centre","Broad St, City Centre"
"556",2011,"","Broad St  City Centre","Broad St, City Centre"
"557",2011,"","Brook Ln","Brook lane"
"558",2011,"","Bunburry Rd","bunburry road"
"559",2011,"","Bunburry Rd","bunburry road"
"560",2011,"","Burnhill Grove  Weoley Castle  Birmingham ","Burnhill Grove ,Weoley Castle ,Birmingham."
"561",2011,"","Car Park Of Bournville Ln P Stn","Car Park of Bournville lane P/Stn"
"562",2011,"","Chinbrook Rd  Billsley","chinbrook road, billsley"
"563",2011,"","Church Hill Nortthfield","church hill nortthfield"
"564",2011,"","Church Rd","Church Rd"
"565",2011,"","Compton Rd  Cradley Heath","Compton Rd, Cradley Heath"
"566",2011,"","Costcutters  Ardern Rd","Costcutters, Ardern Rd"
"567",2011,"","Dawberry Rd","dawberry road"
"568",2011,"","Dawlish Rd","Dawlish Rd"
"569",2011,"","Dingle Club","dingle club"
"570",2011,"","Doddington Rd","doddington road"
"571",2011,"","Dog Kennel Ln","Dog Kennel Ln"
"572",2011,"","Dog Pool Ln","dog pool lane"
"573",2011,"","Downfield Drive","downfield drive"
"574",2011,"","Dudley Bus Station","Dudley bus station"
"575",2011,"","Dwellings Ln","Dwellings Ln"
"576",2011,"","Eafo","EAFO"
"577",2011,"","Edgbaston Cricket Ground","Edgbaston Cricket Ground"
"578",2011,"","Edgbaston Park Rd","edgbaston park road"
"579",2011,"","Exeter Rd   Hubert Rd","Exeter Rd / Hubert Rd"
"580",2011,"","Fordhouse Ln","fordhouse lane"
"581",2011,"","Four Acres  Quinton ","Four ACres ,Quinton."
"582",2011,"","Frogmill Rd  Frankley","Frogmill Rd, Frankley"
"583",2011,"","Genners Ln","genners lane"
"584",2011,"","Glastonbury Rd","Glastonbury Rd"
"585",2011,"","Great Park Rubery","great park rubery"
"586",2011,"","Griffins Brook Ln","Griffins Brook Ln"
"587",2011,"","Grosvenor Shopping Centre","Grosvenor Shopping Centre"
"588",2011,"","Hagley Rd","hagley Rd"
"589",2011,"","Hagley Rd","hagley road"
"590",2011,"","Hagley Rd","hagley road"
"591",2011,"","Hagley Rd","Hagley Rd"
"592",2011,"","Hagley Rd","hagley road"
"593",2011,"","Hagley Rd","Hagley Rd"
"594",2011,"","Hagley Rd","Hagley Rd"
"595",2011,"","Hagley Rd","Hagley Rd"
"596",2011,"","Hagley Rd","Hagley Rd"
"597",2011,"","Hagley Rd  Edgbaston","Hagley Rd, Edgbaston"
"598",2011,"","Hagley Rd  Eedgbaston","Hagley Rd, Eedgbaston"
"599",2011,"","Harborne Cricket Club","Harborne Cricket club"
"600",2011,"","Harborne High St","Harborne high st"
"601",2011,"","Harborne High St","Harborne High St"
"602",2011,"","Harborne High St","Harborne High St"
"603",2011,"","Harborne High St","Harborne High street"
"604",2011,"","Harborne Park Rd","Harborne Park Rd"
"605",2011,"","Harborne Police Station","Harborne Police Station"
"606",2011,"","Harbourne Cricket Club","Harbourne cricket club"
"607",2011,"","Hawkesley End","Hawkesley End"
"608",2011,"","Hawkesley Square","Hawkesley Square"
"609",2011,"","Hazelwell St","Hazelwell St"
"610",2011,"","Heathmill Ln Digbeth","heathmill lane digbeth"
"611",2011,"","Herons Wood","herons wood"
"612",2011,"","High St","High St"
"613",2011,"","High St Harborne","High St Harborne"
"614",2011,"","High St Harborne","high st harborne"
"615",2011,"","High St Northfield","high st northfield"
"616",2011,"","High St Harborne","High St harborne"
"617",2011,"","High St Harborne","High St Harborne"
"618",2011,"","High St Harborne","high street harborne"
"619",2011,"","High St Harborne","high street harborne"
"620",2011,"","High St Harbourne","high street harbourne"
"621",2011,"","High St  Harborne","High St, Harborne"
"622",2011,"","High St  Harborne","High St, Harborne"
"623",2011,"","Highfdield Ln","Highfdield Ln"
"624",2011,"","Highfield Ln","highfield lane"
"625",2011,"","Highfield Ln  Quinton","Highfield Ln, Quinton"
"626",2011,"","Hoggs Ln  Northfield","Hoggs Ln, Northfield"
"627",2011,"","Hollybank Rd","Hollybank Rd"
"628",2011,"","Holywood Bowl  Rubery","Holywood Bowl, Rubery"
"629",2011,"","Home Address","Home address"
"630",2011,"","Honnington Crescent  Northfield","Honnington Crescent, Northfield"
"631",2011,"","Jiggins Ln","jiggins lane"
"632",2011,"","Jiggins Ln  Bartley Green","Jiggins Ln, Bartley Green"
"633",2011,"","Kembertone Rd","kembertone road"
"634",2011,"","Kings Norton Green","Kings Norton Green"
"635",2011,"","Leech Green Rd","leech green rd"
"636",2011,"","Leith Grove","leith grove"
"637",2011,"","Leith Grove","leith grove"
"638",2011,"","Long Fellow Rd","Long Fellow Rd"
"639",2011,"","Longbridge Ln","Longbridge Ln"
"640",2011,"","Longbridge Ln","Longbridge Ln"
"641",2011,"","Longbridge Ln  West Heath","Longbridge Ln, West heath"
"642",2011,"","Longham Croft","longham croft"
"643",2011,"","Lottie Rd","Lottie Rd"
"644",2011,"","Lutley Grove","lutley grove"
"645",2011,"","Malins Rd  Harborne","Malins Rd, Harborne"
"646",2011,"","Manderville House","manderville house"
"647",2011,"","Marjoram Close  Hawksley","Marjoram Close, Hawksley"
"648",2011,"","Masshouse Ln","Masshouse Ln"
"649",2011,"","Masshouse Ln","Masshouse Ln"
"650",2011,"","Maypole Ln","maypole lane"
"651",2011,"","Merritts Hill","merritts hill"
"652",2011,"","Metchley Ln","metchley lane"
"653",2011,"","Moat Rd","moat road"
"654",2011,"","Mounbatten House  Wyndham Rd","Mounbatten House, Wyndham Rd"
"655",2011,"","New St Br","NEW STREET BR"
"656",2011,"","New St Station","new street station"
"657",2011,"","Nortb Worcester Golf Club","Nortb Worcester Golf Club"
"658",2011,"","North St  Harborne","North St, Harborne"
"659",2011,"","North St  Harborne","North St, Harborne"
"660",2011,"","Northfield High St","Northfield High St"
"661",2011,"","Northfield High St ","Northfield High St."
"662",2011,"","Oakridge Rd Northfield","oakridge road northfield"
"663",2011,"","Oddingley Rd","Oddingley road"
"664",2011,"","Oddingley Rd  West Heath","Oddingley Rd, West heath"
"665",2011,"","Paradise Forum  Birmingham ","Paradise Forum ,Birmingham."
"666",2011,"","Parsons Hill","parsons hill"
"667",2011,"","Pershore Rd","pershore road"
"668",2011,"","Pershore Rd","pershore road"
"669",2011,"","Pershore Rd","pershore road"
"670",2011,"","Pershore Rd","pershore road"
"671",2011,"","Pershore Rd","pershore road"
"672",2011,"","Pershore Rd","Pershore Rd"
"673",2011,"","Pershore Rd","Pershore Rd"
"674",2011,"","Pershore Rd","pershore road"
"675",2011,"","Pershore Rd","pershore road"
"676",2011,"","Pershore Rd","pershore road"
"677",2011,"","Pershore Rd","pershore road"
"678",2011,"","Pershore Rd South  Kings Norton","Pershore Rd South, Kings Norton"
"679",2011,"","Poole Crescent  Harborne","Poole Crescent, Harborne"
"680",2011,"","Poplar Ave","poplar avenue"
"681",2011,"","Portlands Rd","Portlands Rd"
"682",2011,"","Princethorpe Rd","Princethorpe Rd"
"683",2011,"","Qe Casualty","QE Casualty"
"684",2011,"","Qe Hospital","qe hospital"
"685",2011,"","Qe Hospital","QE Hospital"
"686",2011,"","Quality Hotel","quality hotel"
"687",2011,"","Queen Elizabeth Hospital","Queen Elizabeth Hospital"
"688",2011,"","Raddlebarn Rd","Raddlebarn Rd"
"689",2011,"","Richmond Hill Rd","richmond hill road"
"690",2011,"","Richmond Rd","Richmond Rd"
"691",2011,"","Rose Rd","Rose Rd"
"692",2011,"","Rose Rd  Harborne","Rose Rd, Harborne"
"693",2011,"","Sainsburys  Frankley Beeches Rd  Northfield","Sainsburys, Frankley Beeches Rd, Northfield"
"694",2011,"","Selcroft Ave","selcroft ave"
"695",2011,"","Shannon Rd  Kings Norton","Shannon Rd, Kings Norton"
"696",2011,"","Shawbrook Grove","shawbrook grove"
"697",2011,"","Shell Forecourt Bristol Rd","shell forecourt bristol rd"
"698",2011,"","Sir Hiltons Rd  West Heath","Sir Hiltons Rd, West Heath"
"699",2011,"","Snax 24 Forcourt ","Snax 24 forcourt."
"700",2011,"","Solihull High St","Solihull High St"
"701",2011,"","Solihull High St  Outside Rosies ","Solihull High St. Outside Rosies."
"702",2011,"","Stanley Rd Quinton","stanley road quinton"
"703",2011,"","Stone Rd  Edgbaston","Stone road, Edgbaston"
"704",2011,"","Stonehouse Ln","stonehouse lane"
"705",2011,"","Stratford Rd  Sparkbrook  Birmingham ","Stratford Rd ,Sparkbrook ,Birmingham."
"706",2011,"","The Fold","The Fold"
"707",2011,"","The Fold  Kings Norton","The Fold, Kings Norton"
"708",2011,"","The Jester Ph","The Jester PH"
"709",2011,"","The Parade Queensway  City  Centre ","The Parade Queensway, City  Centre."
"710",2011,"","The Royal Oak Public House  Pershore Rd","The Royal Oak Public House, Pershore Rd"
"711",2011,"","Three Horshoes Ph","Three Horshoes PH"
"712",2011,"","Three Shires Oak Rd","Three Shires Oak Rd"
"713",2011,"","Three Shires Rd","Three shires Rd"
"714",2011,"","Trescotte Rd","trescotte road"
"715",2011,"","Turves Green","turves green"
"716",2011,"","Unknown","unknown"
"717",2011,"","Valbourne Rd Kings Heath","valbourne road kings heath"
"718",2011,"","Vicarage Rd  Kings Heath","Vicarage Rd, Kings heath"
"719",2011,"","Vineyard Rd  Northfield","Vineyard Rd, Northfield"
"720",2011,"","War Ln","war lane"
"721",2011,"","Watford Rd  Cotteridge","Watford Rd, Cotteridge"
"722",2011,"","Weolly Castle Rd","weolly castle road"
"723",2011,"","Westminster Rd","Westminster Rd"
"724",2011,"","Wolverhampton St","Wolverhampton St"
"725",2011,"","Woodhouse Rd  Quinton","Woodhouse Rd, Quinton"
"726",2011,"","Woodmeadow Rd","Woodmeadow Rd"
"727",2011,"","Worlds End Ln","worlds end lane"
"728",2011,"","Worlds End Ln","worlds end lane"
"729",2011,"","Worlds End Ln Quinton","Worlds End Ln,Quinton"
"730",2011,"","Worlds End Ln Quinton","Worlds End Ln,Quinton"
"731",2011,"","Acardian Centre","Acardian Centre"
"732",2011,"","Adderley Rd","Adderley Rd"
"733",2011,"","Air Night Club","Air Night Club"
"734",2011,"","Albert Rd  Handsworth  Birmingham","Albert Rd, Handsworth, Birmingham"
"735",2011,"","Arcadia Centre  Birmingham City Centre","Arcadia Centre, Birmingham city centre"
"736",2011,"","Arcadian","arcadian"
"737",2011,"","Arcadian","Arcadian"
"738",2011,"","Arcadian Birmingham City Centre","Arcadian Birmingham City Centre"
"739",2011,"","Arcadian Center  Birmingham","Arcadian center, Birmingham"
"740",2011,"","Arcadian Centre","Arcadian Centre"
"741",2011,"","Arcadian Centre","Arcadian centre"
"742",2011,"","Arcadian Centre","Arcadian centre"
"743",2011,"","Arcadian Centre","Arcadian Centre"
"744",2011,"","Arcadian Centre","Arcadian Centre"
"745",2011,"","Arcadian Centre","arcadian centre"
"746",2011,"","Arcadian Centre","Arcadian Centre"
"747",2011,"","Arcadian Centre","Arcadian Centre"
"748",2011,"","Arcadian Centre","arcadian centre"
"749",2011,"","Arcadian Centre","arcadian centre"
"750",2011,"","Arcadian Centre","Arcadian Centre"
"751",2011,"","Arcadian Centre","Arcadian Centre"
"752",2011,"","Arcadian Centre","arcadian centre"
"753",2011,"","Arcadian Centre","Arcadian Centre"
"754",2011,"","Arcadian Centre Bham","arcadian centre bham"
"755",2011,"","Arcadian Centre  Birmingham","Arcadian Centre, Birmingham"
"756",2011,"","Arcadian Centre  Birmingham City Centre","Arcadian Centre, Birmingham City Centre"
"757",2011,"","Arcadian Centre  Ladywell Walk","Arcadian Centre, Ladywell Walk"
"758",2011,"","Arcadian Centre  Ladywell Walk","Arcadian Centre, Ladywell Walk"
"759",2011,"","Arcadian Entertainment Centre  Birmingham","Arcadian Entertainment Centre, Birmingham"
"760",2011,"","Arcadian  City Centre ","Arcadian, City Centre."
"761",2011,"","Arcadian  Hurst St","Arcadian, Hurst St"
"762",2011,"","Aston Hotel ","aston hotel`"
"763",2011,"","Aston Police Station","Aston Police Station"
"764",2011,"","Aston Villa Football Ground","aston villa football ground"
"765",2011,"","Attenborough Close","attenborough close"
"766",2011,"","Away Fans Coach Park   Bham Cfc","away fans coach park,  bham cfc"
"767",2011,"","Away Supporters Entrance Bcfc","away supporters entrance bcfc"
"768",2011,"","Bar Risa","Bar Risa"
"769",2011,"","Bath Row  Birmingham","Bath Row, Birmingham"
